IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.24.139.183,4,3,0.25,252.86,0.00
172.67.54.148,4,3,0.25,253.02,0.00
104.25.200.249,4,3,0.25,253.17,0.00
104.19.121.90,4,3,0.25,253.64,0.00
104.27.31.231,4,3,0.25,253.79,0.00
104.22.15.182,4,3,0.25,253.98,0.00
104.19.127.17,4,3,0.25,254.48,0.00
104.24.182.39,4,3,0.25,254.59,0.00
104.27.45.146,4,3,0.25,256.78,0.00
104.20.106.168,4,3,0.25,257.53,0.00
104.25.255.123,4,3,0.25,258.09,0.00
162.159.34.86,4,3,0.25,258.29,0.00
104.26.13.27,4,3,0.25,258.42,0.00
104.25.88.163,4,3,0.25,258.56,0.00
104.24.170.94,4,3,0.25,258.77,0.00
104.20.6.30,4,3,0.25,259.24,0.00
104.25.212.237,4,3,0.25,259.49,0.00
172.67.122.184,4,3,0.25,259.66,0.00
104.25.104.105,4,3,0.25,260.70,0.00
104.25.195.46,4,3,0.25,262.54,0.00
172.65.64.190,4,3,0.25,262.99,0.00
104.25.4.157,4,3,0.25,263.04,0.00
104.19.111.159,4,3,0.25,265.14,0.00
104.19.88.67,4,3,0.25,265.17,0.00
104.26.15.52,4,3,0.25,269.28,0.00
172.67.9.142,4,3,0.25,270.52,0.00
104.19.76.86,4,3,0.25,270.74,0.00
104.25.210.53,4,3,0.25,272.32,0.00
104.19.36.226,4,3,0.25,274.78,0.00
172.65.121.149,4,3,0.25,274.80,0.00
104.24.42.112,4,3,0.25,275.57,0.00
104.19.112.99,4,3,0.25,275.84,0.00
104.24.91.29,4,3,0.25,283.65,0.00
104.19.118.160,4,3,0.25,284.76,0.00
172.64.78.196,4,3,0.25,387.51,0.00
104.17.226.168,4,3,0.25,431.23,0.00
162.159.50.213,4,3,0.25,450.31,0.00
162.159.33.150,4,3,0.25,454.04,0.00
162.159.18.182,4,3,0.25,479.22,0.00
172.64.86.156,4,3,0.25,496.47,0.00
104.16.58.24,4,3,0.25,499.11,0.00
104.17.62.160,4,3,0.25,506.21,0.00
162.159.9.119,4,3,0.25,507.97,0.00
198.41.196.181,4,3,0.25,515.52,0.00
162.159.16.46,4,3,0.25,521.97,0.00
198.41.203.54,4,3,0.25,523.50,0.00
104.17.184.85,4,3,0.25,525.85,0.00
172.64.41.190,4,3,0.25,540.48,0.00
104.16.224.143,4,3,0.25,545.13,0.00
104.18.86.109,4,3,0.25,551.97,0.00
172.64.145.31,4,3,0.25,559.39,0.00
104.16.184.93,4,3,0.25,566.16,0.00
104.18.152.163,4,3,0.25,569.06,0.00
104.16.56.54,4,3,0.25,570.88,0.00
104.16.205.152,4,3,0.25,574.09,0.00
104.16.5.109,4,3,0.25,578.47,0.00
104.16.241.194,4,3,0.25,578.82,0.00
104.16.13.100,4,3,0.25,581.64,0.00
104.16.73.109,4,3,0.25,585.37,0.00
104.16.6.73,4,3,0.25,588.93,0.00
104.17.109.174,4,3,0.25,588.99,0.00
104.19.217.121,4,3,0.25,591.27,0.00
104.16.66.57,4,3,0.25,597.42,0.00
104.18.163.112,4,3,0.25,599.82,0.00
162.159.12.158,4,3,0.25,599.93,0.00
172.64.90.242,4,3,0.25,600.50,0.00
104.18.76.214,4,3,0.25,603.62,0.00
104.18.224.165,4,3,0.25,607.96,0.00
104.19.162.38,4,3,0.25,609.87,0.00
104.16.141.31,4,3,0.25,613.50,0.00
162.159.22.142,4,3,0.25,617.69,0.00
104.17.176.111,4,3,0.25,619.28,0.00
104.18.168.243,4,3,0.25,620.78,0.00
104.16.131.73,4,3,0.25,622.01,0.00
104.17.11.33,4,3,0.25,623.45,0.00
104.18.188.209,4,3,0.25,623.91,0.00
104.18.99.197,4,3,0.25,625.42,0.00
104.17.213.84,4,3,0.25,625.57,0.00
104.16.88.45,4,3,0.25,626.49,0.00
104.16.169.72,4,3,0.25,628.14,0.00
104.16.98.248,4,3,0.25,628.25,0.00
104.16.105.57,4,3,0.25,630.88,0.00
104.16.144.186,4,3,0.25,633.09,0.00
104.17.188.0,4,3,0.25,633.25,0.00
104.16.237.175,4,3,0.25,635.74,0.00
104.16.160.95,4,3,0.25,640.14,0.00
104.17.84.174,4,3,0.25,644.33,0.00
104.19.181.88,4,3,0.25,647.31,0.00
104.17.159.235,4,3,0.25,649.49,0.00
104.16.103.25,4,3,0.25,649.70,0.00
198.41.193.30,4,3,0.25,650.21,0.00
198.41.209.179,4,3,0.25,650.71,0.00
104.16.138.213,4,3,0.25,654.25,0.00
104.19.235.35,4,3,0.25,654.64,0.00
104.17.112.57,4,3,0.25,659.00,0.00
104.19.221.139,4,3,0.25,659.94,0.00
104.18.13.191,4,3,0.25,662.05,0.00
104.17.220.108,4,3,0.25,669.34,0.00
172.66.45.160,4,3,0.25,671.45,0.00
104.17.12.142,4,3,0.25,671.66,0.00
104.18.208.61,4,3,0.25,672.86,0.00
104.18.235.7,4,3,0.25,675.64,0.00
104.17.41.242,4,3,0.25,677.12,0.00
108.162.198.55,4,3,0.25,678.22,0.00
104.17.43.84,4,3,0.25,679.77,0.00
162.159.40.239,4,3,0.25,680.49,0.00
162.159.6.177,4,3,0.25,681.82,0.00
104.17.111.5,4,3,0.25,682.33,0.00
104.18.145.90,4,3,0.25,682.53,0.00
104.18.253.243,4,3,0.25,684.70,0.00
104.16.74.65,4,3,0.25,685.23,0.00
104.16.195.119,4,3,0.25,685.75,0.00
104.16.190.28,4,3,0.25,685.76,0.00
104.16.65.119,4,3,0.25,688.78,0.00
172.65.254.70,4,3,0.25,690.31,0.00
104.17.163.147,4,3,0.25,691.73,0.00
104.17.161.85,4,3,0.25,691.85,0.00
162.159.198.104,4,3,0.25,691.98,0.00
104.17.50.254,4,3,0.25,692.39,0.00
104.18.187.205,4,3,0.25,693.98,0.00
104.17.189.229,4,3,0.25,694.94,0.00
198.41.220.166,4,3,0.25,695.45,0.00
172.64.150.205,4,3,0.25,695.78,0.00
104.16.96.63,4,3,0.25,696.55,0.00
172.66.1.2,4,3,0.25,698.87,0.00
172.66.46.163,4,3,0.25,698.99,0.00
104.17.192.57,4,3,0.25,700.94,0.00
104.19.158.213,4,3,0.25,701.70,0.00
162.159.5.209,4,3,0.25,702.37,0.00
104.18.222.93,4,3,0.25,703.24,0.00
104.19.205.170,4,3,0.25,703.31,0.00
104.19.224.226,4,3,0.25,703.99,0.00
104.18.107.133,4,3,0.25,704.92,0.00
104.18.92.168,4,3,0.25,705.15,0.00
104.18.4.12,4,3,0.25,707.11,0.00
104.17.219.252,4,3,0.25,708.78,0.00
172.64.84.220,4,3,0.25,709.21,0.00
172.65.200.194,4,3,0.25,711.60,0.00
104.18.254.131,4,3,0.25,711.74,0.00
104.16.151.229,4,3,0.25,712.89,0.00
104.17.225.209,4,3,0.25,713.53,0.00
104.18.43.143,4,3,0.25,713.78,0.00
172.65.245.95,4,3,0.25,716.04,0.00
104.17.38.41,4,3,0.25,717.23,0.00
104.18.10.51,4,3,0.25,717.96,0.00
104.17.207.252,4,3,0.25,719.71,0.00
104.17.167.19,4,3,0.25,720.82,0.00
104.17.61.3,4,3,0.25,722.15,0.00
172.64.149.1,4,3,0.25,722.61,0.00
104.31.16.113,4,3,0.25,723.83,0.00
162.159.14.63,4,3,0.25,724.58,0.00
104.18.97.175,4,3,0.25,724.67,0.00
104.19.155.14,4,3,0.25,724.96,0.00
104.17.182.245,4,3,0.25,725.00,0.00
104.17.44.160,4,3,0.25,725.29,0.00
104.17.10.94,4,3,0.25,725.66,0.00
172.65.235.133,4,3,0.25,726.73,0.00
104.18.128.135,4,3,0.25,727.50,0.00
104.18.95.230,4,3,0.25,728.58,0.00
104.17.221.66,4,3,0.25,728.79,0.00
104.18.108.192,4,3,0.25,730.76,0.00
104.16.177.45,4,3,0.25,733.13,0.00
141.101.114.217,4,3,0.25,734.15,0.00
104.18.197.66,4,3,0.25,734.39,0.00
162.159.10.61,4,3,0.25,735.25,0.00
104.19.148.8,4,3,0.25,735.38,0.00
104.19.196.186,4,3,0.25,736.74,0.00
172.65.224.84,4,3,0.25,737.04,0.00
104.17.3.146,4,3,0.25,737.21,0.00
104.18.252.202,4,3,0.25,737.80,0.00
104.18.193.105,4,3,0.25,739.31,0.00
104.19.186.238,4,3,0.25,739.44,0.00
104.18.217.143,4,3,0.25,739.79,0.00
104.18.228.39,4,3,0.25,741.42,0.00
104.18.100.27,4,3,0.25,742.00,0.00
104.18.151.28,4,3,0.25,742.50,0.00
104.16.89.210,4,3,0.25,744.36,0.00
104.19.180.131,4,3,0.25,744.41,0.00
104.17.116.127,4,3,0.25,744.73,0.00
104.18.68.181,4,3,0.25,744.80,0.00
104.18.109.180,4,3,0.25,744.81,0.00
172.65.213.228,4,3,0.25,745.13,0.00
104.17.119.169,4,3,0.25,747.66,0.00
104.18.87.11,4,3,0.25,748.55,0.00
104.17.156.215,4,3,0.25,748.71,0.00
104.18.205.166,4,3,0.25,749.34,0.00
198.41.221.110,4,3,0.25,749.57,0.00
104.18.214.79,4,3,0.25,749.59,0.00
104.16.234.143,4,3,0.25,749.92,0.00
104.17.215.24,4,3,0.25,751.51,0.00
198.41.206.152,4,3,0.25,751.51,0.00
104.18.37.15,4,3,0.25,751.93,0.00
172.65.244.230,4,3,0.25,752.87,0.00
104.18.93.157,4,3,0.25,752.87,0.00
104.17.181.165,4,3,0.25,755.94,0.00
172.65.218.250,4,3,0.25,756.20,0.00
104.19.204.124,4,3,0.25,756.57,0.00
104.17.24.162,4,3,0.25,757.19,0.00
104.17.35.174,4,3,0.25,758.99,0.00
104.16.252.225,4,3,0.25,759.55,0.00
172.65.216.140,4,3,0.25,759.56,0.00
104.16.75.91,4,3,0.25,760.78,0.00
172.65.202.124,4,3,0.25,760.95,0.00
104.19.174.176,4,3,0.25,761.47,0.00
104.16.133.171,4,3,0.25,762.70,0.00
104.19.184.110,4,3,0.25,762.85,0.00
104.17.85.19,4,3,0.25,763.41,0.00
104.18.237.41,4,3,0.25,763.73,0.00
104.18.183.221,4,3,0.25,763.95,0.00
104.18.101.119,4,3,0.25,764.18,0.00
104.18.194.200,4,3,0.25,765.86,0.00
104.18.85.159,4,3,0.25,766.26,0.00
104.16.189.54,4,3,0.25,766.71,0.00
104.18.146.129,4,3,0.25,766.86,0.00
162.159.25.17,4,3,0.25,767.69,0.00
104.17.26.39,4,3,0.25,769.54,0.00
104.16.12.234,4,3,0.25,769.96,0.00
198.41.217.225,4,3,0.25,770.30,0.00
104.19.194.99,4,3,0.25,770.33,0.00
172.64.88.234,4,3,0.25,772.17,0.00
104.16.231.233,4,3,0.25,773.40,0.00
104.16.22.217,4,3,0.25,773.49,0.00
104.17.172.40,4,3,0.25,773.54,0.00
172.65.248.175,4,3,0.25,774.39,0.00
104.19.208.17,4,3,0.25,774.87,0.00
104.17.108.9,4,3,0.25,775.14,0.00
104.18.144.179,4,3,0.25,775.46,0.00
104.17.166.49,4,3,0.25,775.73,0.00
162.159.60.236,4,3,0.25,775.79,0.00
104.16.147.50,4,3,0.25,775.91,0.00
104.16.139.98,4,3,0.25,775.93,0.00
104.19.226.155,4,3,0.25,778.86,0.00
104.18.83.152,4,3,0.25,778.86,0.00
172.64.42.206,4,3,0.25,779.43,0.00
104.19.187.243,4,3,0.25,780.38,0.00
104.18.238.73,4,3,0.25,781.85,0.00
104.16.135.11,4,3,0.25,782.13,0.00
172.65.194.193,4,3,0.25,784.19,0.00
104.16.244.103,4,3,0.25,784.70,0.00
104.18.218.17,4,3,0.25,785.37,0.00
104.19.151.225,4,3,0.25,785.38,0.00
104.16.2.87,4,3,0.25,786.31,0.00
104.16.178.97,4,3,0.25,786.63,0.00
104.16.129.167,4,3,0.25,786.67,0.00
104.17.105.106,4,3,0.25,787.48,0.00
104.18.240.1,4,3,0.25,788.45,0.00
104.17.206.49,4,3,0.25,791.38,0.00
104.16.91.215,4,3,0.25,791.42,0.00
104.19.223.142,4,3,0.25,792.24,0.00
104.19.201.14,4,3,0.25,792.79,0.00
172.65.201.112,4,3,0.25,793.51,0.00
104.18.77.75,4,3,0.25,794.88,0.00
104.18.81.48,4,3,0.25,794.88,0.00
104.19.146.218,4,3,0.25,795.90,0.00
104.18.232.36,4,3,0.25,796.18,0.00
104.16.175.141,4,3,0.25,796.46,0.00
104.16.128.124,4,3,0.25,796.53,0.00
104.19.171.25,4,3,0.25,796.77,0.00
104.19.185.16,4,3,0.25,797.90,0.00
104.18.185.59,4,3,0.25,798.16,0.00
104.19.234.22,4,3,0.25,798.80,0.00
172.64.37.19,4,3,0.25,798.82,0.00
104.18.202.54,4,3,0.25,799.16,0.00
104.18.251.189,4,3,0.25,799.17,0.00
104.18.174.179,4,3,0.25,800.45,0.00
104.18.157.186,4,3,0.25,800.58,0.00
104.16.161.166,4,3,0.25,800.79,0.00
104.18.249.148,4,3,0.25,802.18,0.00
104.17.18.220,4,3,0.25,803.18,0.00
198.41.192.182,4,3,0.25,803.31,0.00
162.159.48.87,4,3,0.25,803.61,0.00
104.18.255.113,4,3,0.25,803.93,0.00
104.19.202.224,4,3,0.25,804.24,0.00
162.159.193.199,4,3,0.25,804.37,0.00
104.16.21.173,4,3,0.25,805.74,0.00
104.17.246.49,4,3,0.25,805.78,0.00
172.64.87.229,4,3,0.25,805.82,0.00
190.93.244.35,4,3,0.25,806.05,0.00
104.17.230.105,4,3,0.25,806.26,0.00
104.16.90.133,4,3,0.25,806.68,0.00
104.18.175.154,4,3,0.25,807.54,0.00
104.17.113.245,4,3,0.25,807.71,0.00
104.16.171.89,4,3,0.25,807.73,0.00
104.16.31.246,4,3,0.25,808.40,0.00
104.17.97.15,4,3,0.25,808.52,0.00
104.19.177.233,4,3,0.25,808.90,0.00
108.162.193.185,4,3,0.25,809.88,0.00
104.18.74.19,4,3,0.25,810.57,0.00
104.18.229.78,4,3,0.25,810.65,0.00
104.18.75.243,4,3,0.25,810.98,0.00
104.18.241.240,4,3,0.25,811.59,0.00
104.17.224.1,4,3,0.25,812.14,0.00
198.41.194.83,4,3,0.25,813.14,0.00
104.18.221.69,4,3,0.25,813.65,0.00
172.65.208.176,4,3,0.25,814.10,0.00
172.65.199.187,4,3,0.25,815.83,0.00
104.17.53.170,4,3,0.25,816.06,0.00
104.17.1.50,4,3,0.25,817.17,0.00
162.159.51.100,4,3,0.25,817.99,0.00
104.17.127.45,4,3,0.25,818.57,0.00
172.65.205.217,4,3,0.25,818.92,0.00
172.66.47.184,4,3,0.25,819.44,0.00
104.16.249.24,4,3,0.25,819.94,0.00
104.17.150.189,4,3,0.25,820.05,0.00
104.17.204.234,4,3,0.25,820.40,0.00
104.17.250.146,4,3,0.25,820.89,0.00
104.18.70.238,4,3,0.25,820.92,0.00
104.19.229.25,4,3,0.25,821.43,0.00
104.17.164.60,4,3,0.25,822.53,0.00
104.17.125.95,4,3,0.25,822.73,0.00
172.64.93.115,4,3,0.25,822.77,0.00
162.159.19.50,4,3,0.25,822.93,0.00
104.19.167.28,4,3,0.25,823.00,0.00
104.16.196.218,4,3,0.25,823.67,0.00
104.18.250.149,4,3,0.25,825.48,0.00
104.17.37.12,4,3,0.25,826.62,0.00
104.19.145.6,4,3,0.25,828.91,0.00
172.64.91.116,4,3,0.25,829.07,0.00
104.17.198.185,4,3,0.25,829.85,0.00
172.65.226.150,4,3,0.25,833.69,0.00
172.65.234.237,4,3,0.25,834.64,0.00
104.16.19.21,4,3,0.25,834.95,0.00
104.16.50.58,4,3,0.25,835.13,0.00
104.19.237.99,4,3,0.25,835.47,0.00
162.159.82.45,4,3,0.25,836.64,0.00
104.17.48.190,4,3,0.25,837.00,0.00
104.16.11.79,4,3,0.25,837.24,0.00
104.19.159.178,4,3,0.25,837.24,0.00
104.19.220.191,4,3,0.25,837.24,0.00
104.16.202.141,4,3,0.25,838.04,0.00
172.65.238.160,4,3,0.25,839.11,0.00
104.18.67.218,4,3,0.25,842.61,0.00
172.64.53.173,4,3,0.25,843.53,0.00
104.16.59.127,4,3,0.25,844.66,0.00
104.18.96.11,4,3,0.25,844.94,0.00
104.16.182.244,4,3,0.25,846.27,0.00
104.18.182.194,4,3,0.25,849.27,0.00
104.18.153.105,4,3,0.25,850.20,0.00
104.18.245.10,4,3,0.25,850.81,0.00
104.17.248.36,4,3,0.25,851.37,0.00
104.18.11.220,4,3,0.25,851.39,0.00
104.17.149.37,4,3,0.25,855.03,0.00
104.16.107.209,4,3,0.25,855.32,0.00
172.66.42.19,4,3,0.25,856.05,0.00
104.17.122.66,4,3,0.25,856.47,0.00
104.17.15.61,4,3,0.25,856.49,0.00
104.17.94.150,4,3,0.25,857.36,0.00
198.41.215.156,4,3,0.25,858.34,0.00
108.162.194.125,4,3,0.25,858.76,0.00
104.19.198.155,4,3,0.25,859.65,0.00
172.65.204.73,4,3,0.25,860.38,0.00
104.16.203.87,4,3,0.25,860.83,0.00
104.17.249.250,4,3,0.25,861.04,0.00
104.18.84.218,4,3,0.25,864.08,0.00
162.159.201.15,4,3,0.25,864.63,0.00
104.16.225.242,4,3,0.25,865.21,0.00
104.19.215.231,4,3,0.25,865.55,0.00
104.19.219.186,4,3,0.25,865.75,0.00
172.66.3.195,4,3,0.25,867.88,0.00
104.16.232.106,4,3,0.25,868.39,0.00
198.41.197.171,4,3,0.25,868.94,0.00
104.16.102.113,4,3,0.25,869.60,0.00
104.18.154.214,4,3,0.25,869.75,0.00
104.18.132.168,4,3,0.25,870.15,0.00
104.16.108.238,4,3,0.25,871.00,0.00
104.17.39.122,4,3,0.25,871.04,0.00
104.16.27.16,4,3,0.25,871.96,0.00
104.19.227.29,4,3,0.25,872.43,0.00
172.64.159.1,4,3,0.25,873.68,0.00
104.18.164.196,4,3,0.25,873.83,0.00
104.17.237.119,4,3,0.25,874.49,0.00
198.41.202.198,4,3,0.25,875.06,0.00
104.18.234.72,4,3,0.25,875.19,0.00
172.65.195.185,4,3,0.25,876.76,0.00
104.17.165.36,4,3,0.25,877.47,0.00
104.17.118.59,4,3,0.25,877.97,0.00
104.17.87.142,4,3,0.25,880.35,0.00
104.18.2.248,4,3,0.25,882.80,0.00
104.16.15.98,4,3,0.25,886.96,0.00
104.17.34.107,4,3,0.25,888.65,0.00
172.66.2.200,4,3,0.25,889.44,0.00
104.19.222.83,4,3,0.25,889.52,0.00
104.16.163.154,4,3,0.25,891.80,0.00
104.17.233.6,4,3,0.25,891.90,0.00
162.159.129.190,4,3,0.25,892.61,0.00
104.16.192.205,4,3,0.25,892.87,0.00
172.64.32.52,4,3,0.25,893.55,0.00
190.93.245.209,4,3,0.25,894.41,0.00
104.19.157.151,4,3,0.25,895.74,0.00
162.159.197.163,4,3,0.25,896.26,0.00
104.18.156.171,4,3,0.25,898.85,0.00
104.17.234.115,4,3,0.25,899.67,0.00
172.64.148.174,4,3,0.25,899.70,0.00
104.18.38.154,4,3,0.25,900.33,0.00
104.17.60.46,4,3,0.25,901.19,0.00
104.17.179.12,4,3,0.25,902.74,0.00
104.16.183.94,4,3,0.25,902.76,0.00
104.18.69.39,4,3,0.25,904.15,0.00
104.17.46.155,4,3,0.25,905.22,0.00
172.65.241.214,4,3,0.25,905.25,0.00
104.16.55.29,4,3,0.25,907.69,0.00
104.16.200.88,4,3,0.25,908.75,0.00
104.17.151.134,4,3,0.25,908.82,0.00
104.16.155.143,4,3,0.25,909.16,0.00
104.18.169.146,4,3,0.25,909.46,0.00
172.64.36.230,4,3,0.25,909.74,0.00
104.18.210.9,4,3,0.25,912.07,0.00
104.17.80.215,4,3,0.25,912.51,0.00
104.19.189.47,4,3,0.25,913.62,0.00
104.19.214.235,4,3,0.25,914.88,0.00
104.17.158.117,4,3,0.25,916.92,0.00
104.17.168.181,4,3,0.25,918.81,0.00
104.18.40.183,4,3,0.25,919.72,0.00
104.18.159.69,4,3,0.25,922.52,0.00
104.18.138.222,4,3,0.25,923.11,0.00
172.65.251.89,4,3,0.25,923.12,0.00
104.17.145.82,4,3,0.25,925.58,0.00
104.18.213.239,4,3,0.25,930.45,0.00
104.18.42.128,4,3,0.25,932.50,0.00
104.16.238.95,4,3,0.25,932.80,0.00
172.65.229.56,4,3,0.25,932.92,0.00
172.65.252.229,4,3,0.25,933.75,0.00
104.16.146.111,4,3,0.25,941.59,0.00
162.159.1.212,4,3,0.25,941.82,0.00
104.16.94.213,4,3,0.25,946.98,0.00
172.64.92.175,4,3,0.25,955.36,0.00
104.17.187.6,4,3,0.25,955.72,0.00
104.17.223.213,4,3,0.25,965.34,0.00
104.17.51.41,4,3,0.25,972.31,0.00
104.17.231.25,4,3,0.25,975.35,0.00
104.17.193.42,4,3,0.25,979.55,0.00
104.16.93.120,4,3,0.25,991.86,0.00
104.17.136.208,4,2,0.50,196.54,0.00
104.16.218.114,4,2,0.50,197.46,0.00
104.16.216.123,4,2,0.50,197.75,0.00
104.18.24.199,4,2,0.50,198.80,0.00
104.16.219.97,4,2,0.50,198.98,0.00
104.17.70.222,4,2,0.50,199.43,0.00
104.22.21.64,4,2,0.50,199.65,0.00
104.17.74.120,4,2,0.50,199.93,0.00
172.65.82.70,4,2,0.50,200.68,0.00
104.16.222.3,4,2,0.50,201.28,0.00
172.65.91.218,4,2,0.50,202.51,0.00
104.17.73.158,4,2,0.50,202.81,0.00
104.22.26.235,4,2,0.50,202.91,0.00
104.16.212.169,4,2,0.50,202.99,0.00
104.16.210.72,4,2,0.50,203.42,0.00
104.22.55.214,4,2,0.50,204.44,0.00
104.22.16.11,4,2,0.50,204.47,0.00
104.18.25.104,4,2,0.50,204.91,0.00
104.18.30.96,4,2,0.50,205.17,0.00
104.22.60.186,4,2,0.50,205.19,0.00
104.16.44.74,4,2,0.50,205.85,0.00
104.22.54.173,4,2,0.50,206.39,0.00
104.22.25.49,4,2,0.50,206.50,0.00
104.16.34.119,4,2,0.50,207.16,0.00
104.17.77.1,4,2,0.50,207.49,0.00
104.16.39.238,4,2,0.50,208.09,0.00
104.17.76.193,4,2,0.50,208.52,0.00
104.17.67.76,4,2,0.50,208.62,0.00
104.17.132.147,4,2,0.50,208.65,0.00
172.65.92.188,4,2,0.50,209.04,0.00
104.16.47.233,4,2,0.50,209.40,0.00
104.18.16.230,4,2,0.50,209.87,0.00
104.22.18.0,4,2,0.50,209.93,0.00
172.67.36.210,4,2,0.50,210.05,0.00
104.16.209.72,4,2,0.50,210.50,0.00
104.16.223.91,4,2,0.50,210.80,0.00
104.16.43.236,4,2,0.50,211.09,0.00
104.17.78.110,4,2,0.50,212.47,0.00
104.16.208.4,4,2,0.50,212.68,0.00
104.17.133.78,4,2,0.50,213.09,0.00
104.22.19.38,4,2,0.50,213.98,0.00
172.65.83.224,4,2,0.50,214.26,0.00
172.67.42.174,4,2,0.50,214.67,0.00
104.16.42.71,4,2,0.50,215.00,0.00
172.65.84.243,4,2,0.50,215.34,0.00
104.16.38.147,4,2,0.50,216.02,0.00
104.22.24.89,4,2,0.50,216.48,0.00
104.18.21.232,4,2,0.50,217.78,0.00
104.22.27.74,4,2,0.50,219.23,0.00
172.67.45.52,4,2,0.50,221.01,0.00
172.67.40.13,4,2,0.50,223.44,0.00
172.67.3.42,4,2,0.50,224.65,0.00
172.67.28.96,4,2,0.50,225.24,0.00
172.67.32.206,4,2,0.50,226.28,0.00
104.18.19.198,4,2,0.50,226.56,0.00
104.22.51.249,4,2,0.50,229.80,0.00
172.67.14.106,4,2,0.50,230.14,0.00
172.67.23.216,4,2,0.50,230.17,0.00
172.67.17.94,4,2,0.50,232.27,0.00
104.17.128.32,4,2,0.50,232.85,0.00
104.22.48.78,4,2,0.50,233.04,0.00
172.65.177.112,4,2,0.50,236.82,0.00
172.67.4.22,4,2,0.50,237.85,0.00
104.24.135.45,4,2,0.50,239.23,0.00
172.67.43.17,4,2,0.50,243.48,0.00
172.67.39.163,4,2,0.50,244.09,0.00
172.65.88.100,4,2,0.50,245.45,0.00
172.67.7.69,4,2,0.50,247.28,0.00
104.25.130.235,4,2,0.50,248.47,0.00
104.25.6.73,4,2,0.50,250.71,0.00
172.67.34.83,4,2,0.50,257.56,0.00
172.67.20.74,4,2,0.50,257.82,0.00
172.67.25.136,4,2,0.50,259.24,0.00
172.67.30.246,4,2,0.50,260.69,0.00
172.67.18.43,4,2,0.50,262.84,0.00
104.25.213.236,4,2,0.50,263.04,0.00
104.19.1.16,4,2,0.50,263.22,0.00
172.67.35.180,4,2,0.50,263.95,0.00
104.24.177.153,4,2,0.50,266.03,0.00
172.67.124.83,4,2,0.50,270.22,0.00
104.19.75.206,4,2,0.50,272.08,0.00
104.19.8.238,4,2,0.50,280.37,0.00
104.19.87.92,4,2,0.50,292.52,0.00
104.17.110.216,4,2,0.50,382.28,0.00
104.16.17.115,4,2,0.50,409.19,0.00
162.159.196.6,4,2,0.50,419.64,0.00
104.16.143.135,4,2,0.50,428.40,0.00
104.17.242.184,4,2,0.50,471.06,0.00
104.18.64.150,4,2,0.50,490.84,0.00
104.17.157.81,4,2,0.50,521.44,0.00
172.64.33.248,4,2,0.50,533.18,0.00
104.17.245.115,4,2,0.50,543.50,0.00
104.16.26.167,4,2,0.50,558.55,0.00
104.17.59.171,4,2,0.50,567.41,0.00
104.17.14.202,4,2,0.50,575.15,0.00
104.16.76.250,4,2,0.50,578.55,0.00
162.159.206.36,4,2,0.50,579.82,0.00
104.18.227.92,4,2,0.50,581.66,0.00
172.64.144.24,4,2,0.50,583.07,0.00
104.16.227.195,4,2,0.50,591.60,0.00
104.17.175.63,4,2,0.50,593.54,0.00
104.17.47.63,4,2,0.50,599.55,0.00
104.16.97.205,4,2,0.50,602.94,0.00
104.17.239.232,4,2,0.50,603.98,0.00
162.159.61.245,4,2,0.50,609.37,0.00
104.18.150.107,4,2,0.50,610.54,0.00
104.17.120.169,4,2,0.50,610.86,0.00
104.17.98.114,4,2,0.50,615.57,0.00
104.18.106.235,4,2,0.50,615.95,0.00
104.16.68.100,4,2,0.50,619.37,0.00
104.17.254.200,4,2,0.50,622.99,0.00
104.17.5.31,4,2,0.50,628.20,0.00
104.17.201.154,4,2,0.50,629.76,0.00
172.64.52.117,4,2,0.50,644.16,0.00
104.17.9.238,4,2,0.50,645.24,0.00
104.16.173.128,4,2,0.50,650.50,0.00
104.18.9.49,4,2,0.50,651.22,0.00
104.17.55.16,4,2,0.50,654.05,0.00
172.65.219.36,4,2,0.50,660.37,0.00
104.16.95.241,4,2,0.50,660.50,0.00
104.17.222.162,4,2,0.50,661.65,0.00
104.17.170.95,4,2,0.50,675.44,0.00
104.17.186.113,4,2,0.50,680.67,0.00
104.18.184.230,4,2,0.50,682.12,0.00
104.17.191.126,4,2,0.50,682.89,0.00
104.17.81.198,4,2,0.50,688.17,0.00
104.18.181.169,4,2,0.50,689.93,0.00
104.17.63.183,4,2,0.50,692.89,0.00
104.17.214.204,4,2,0.50,695.51,0.00
104.17.173.53,4,2,0.50,697.84,0.00
172.64.83.235,4,2,0.50,698.46,0.00
104.16.176.93,4,2,0.50,699.93,0.00
104.18.209.186,4,2,0.50,701.06,0.00
104.18.1.222,4,2,0.50,712.63,0.00
104.18.111.7,4,2,0.50,716.07,0.00
172.64.152.93,4,2,0.50,717.62,0.00
104.17.104.21,4,2,0.50,718.68,0.00
104.18.73.116,4,2,0.50,719.56,0.00
172.65.239.17,4,2,0.50,722.78,0.00
104.17.169.251,4,2,0.50,730.72,0.00
162.159.17.199,4,2,0.50,736.04,0.00
104.17.20.39,4,2,0.50,736.52,0.00
104.17.216.141,4,2,0.50,738.46,0.00
172.65.246.35,4,2,0.50,743.10,0.00
104.19.191.108,4,2,0.50,743.84,0.00
104.17.236.207,4,2,0.50,747.63,0.00
172.65.196.101,4,2,0.50,749.01,0.00
104.18.130.226,4,2,0.50,749.40,0.00
104.17.162.21,4,2,0.50,754.44,0.00
